name,rate,location,description
Carpe Diem Beach Resort & Spa,9.4,"را أتول
– اعرض على الخارطة",يوفر Carpe Diem Beach Resort & Spa وسائل الراحة بما في ذلك مركز للياقة البدنية وحديقة مائية خاصة ومسابح لا متناهية وبار.
فندق موكاي,7.4,"مدينة ماليه
– اعرض على الخارطة",يقع فندق Mookai بالقرب من رصيف المراكب الصغيرة في المطار، على بعد 10 دقائق بالقارب من مطار Velana الدولي و5 دقائق سيراً على الأقدام من رصيف المراكب الصغيرة في المطار إلى الفندق.
أثيريفيلي,9.7,"ثودو
– اعرض على الخارطة",يقع Athiriveli في Alif Alif في Thoddoo، ويحتوي على مرافق شواء ومطعم ومطعم. تحتوي جميع الغرف المكيفة على حمام خاص ولوازم استحمام وتلفزيون مع قنوات الكابل وخدمة الواي فاي المجانية.
يخت أونورز ليغاسي,,"مدينة ماليه
– اعرض على الخارطة",يوفر يخت M/y Honors Legacy الفاخر مكان إقامة، وتقع محطة هولهومالي للعبّارات على بعد 200 متر من مكان الإقامة.
ستار تري,,"دارافاندهو
– اعرض على الخارطة",يقع Star Tree في Dharavandhoo ويوفر منطقة شاطئ خاص. يضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف ملعبًا للأطفال. وتحتوي الغرف على تراس.
جي 10 بيتش ان,6.4,"هولهومالي
– اعرض على الخارطة",يقع جي 10 بيتش ان في هولهومالي، ويبعد مسافة 4 كم فقط من مطار مالي الدولي، ويقع مكان الإقامة الساحر هذا على بعد خطوات فقط من المياه الصافية في شاطئ هولهومالي، ويوفر للضيوف إمكانية استخدام خدمة الواي...
ويند بريز صن ست فيو إن,8.8,"غوريدهو
– اعرض على الخارطة",يوفر ويند بريز صن ست فيو إن أماكن إقامة تقع على بعد 31 كم من مدينة مالي ويقدم خدمة الواي فاي مجانًا في جميع أنحاء مكان الإقامة، كما يضم بيت الضيافة هذا مرافق للشواء ويوفر إطلالات على البحر.
فندق وي إن,6.9,"هولهومالي
– اعرض على الخارطة",يقع فندق UI Inn على بُعد 10 دقائق بالسيارة من مطار مالي الدولي، ويضم غرفًا مكيفة توفر خدمة الواي فاي المجانية وتحتوي على تلفزيون بشاشة مسطحة 32 بوصة، كما يوفر الفندق مرافق الشواء ومكتب استقبال يعمل...
Hibiscus Holidays,8.5,"غولهي
– اعرض على الخارطة",يوفر Hibiscus Holidays in Gulhi مكان إقامة مع منطقة شاطئ خاص وحديقة وتراس.
ديغورا ريتريت بيتش,9.8,"ديجوراه
– اعرض على الخارطة",يقع Dhigurah Retreat Beach في ديغوراه، ويوفر مكان إقامة ذو 3 نجوم مع حديقة وصالة مشتركة.
Kahanbu Ocean View,9.5,"ثولوسدو
– اعرض على الخارطة",يقع Kahanbu Ocean View في Thulusdhoo، ويتميز بمنطقة شاطئ خاص ومرافق للشواء وحديقة وخدمة الواي فاي المجانية. يوفر مكان الإقامة مكتب استقبال يعمل على مدار 24 ساعة.
Surf Deck,8.3,"ثولوسدو
– اعرض على الخارطة",يقع Surf Deck في ثولوسدو في منطقة كافو أتول على بعد 27 كم من مدينة ماليه ويتميز بمنطقة شاطئ خاصة، وتحتوي جميع الغرف على تلفزيون بشاشة مسطحة. ويقع مطار مالي الدولي على بعد 25 كم من مكان الإقامة.
منتجع امبودو فيليدج,8.7,"مدينة ماليه
– اعرض على الخارطة",يقع في جنوب مالي أتول، ويستغرق 20 دقيقة بالقارب السريع من مطار فيلانا الدولي للوصول إلى الجزيرة.
منتجع وسبا فان آيلاند,6.9,"غوريدهو
– اعرض على الخارطة",يقع منتجع Fun Island في ماليه أتول الجنوبية، على بعد 45 دقيقة بالقارب السريع من مطار ماليه الدولي. ويتميز بخيارين لتناوُل الطعام وغرف بأسعار معقولة مع شرفات خاصة تقع ضمن شواطئ رملية بيضاء.
Thoddoo Inn,9.4,"ثودو
– اعرض على الخارطة",يقع Thoddoo Inn في ثودو ويوفر خدمة الواي فاي المجانية، تحتوي جميع الغرف على تلفزيون بشاشة مسطحة مع قنوات الكابل وحمام خاص.
فندق ذا سومرست,8.5,"مدينة ماليه
– اعرض على الخارطة",يقدم فندق Somerset Hotel غرفاً في مركز مدينة Male ويقدم خدمة النقل المجانية من مطار Velana الدولي الذي يبعد 15 دقيقة بواسطة السيارة، تم تجهيز جميع الغرف بتكييف.
Rangali Eto’s,,"غوريدهو
– اعرض على الخارطة",يقع Rangali Eto’s في Guraidhoo ويوفر غرف مكيفة مع خدمة الواي فاي المجانية. يمكن للضيوف الاستفادة من الحديقة. تم تجهيز الغرف في بيت الضيافة بغلاية.
Akiri Surf Retreat,9.8,"ثولوسدو
– اعرض على الخارطة",يوفر Akiri Surf Retreat مكان إقامة في ثولوسدو، ويوفر دراجات مجانية، وتتوفر خدمة الواي فاي المجانية. كما تضم بعض الوحدات مطبخ مجهز بفرن وميكروويف.
كلوب بلو,8.3,"هولهومالي
– اعرض على الخارطة",يقع كلوب بلو في هولهومالي على بعد 1 كم من منتزه فيري تيرمينال، ويوفر منطقة شاطئ خاص وتراس وغرف مع خدمة الواي فاي المجانية. ويضم مكان الإقامة مطعمًا وصالة مشتركة.
سينامون دونفيلي المالديف,8.6,"نورث ماليه آتول
– اعرض على الخارطة",يحاط سينامون دونفيلي المالديف بالمياه الصافية ويقدم للضيوف تجربة خاصة في سيرفر باراديس. ويضم 5 خيارات لتناول الطعام وسبا من الدرجة الأولى ومسبحاً خارجياً ومركزاً للياقة البدنية.
اريستون دهانجيثي ان,9.3,"دانجيثي
– اعرض على الخارطة",يقع اريستون دهانجيثي ان على مقربة من مناطق الغوص المثيرة، ويضم مكتب استقبال يعمل على مدار الساعة لمساعدة الضيوف في جميع الأوقات. كما تتوفر خدمة الواي فاي مجانًا.
Auge Dhigurah Holiday Home,,"ديجوراه
– اعرض على الخارطة",يقع Auge Dhigurah Holiday Home في ديغوراه ويوفر حديقة، كما يوفر بيت العطلات للضيوف حمام واحد.
منتجع اناهورمالديفز,,"لْهلفياني أتول
– اعرض على الخارطة",يقع منتجع اناهورمالديفز في لهلفياني أتول، ويضم منطقة شاطئ خاصة ومسبح خارجي وملعب للتنس، كما تتوفر غرفة للياقة البدنية للضيوف، ويوفر مكان الإقامة هذا إطلالات على البحر وتراس ومكتب استقبال يعمل على مدار...
فينولهو,8.8,"فينولهاوس
– اعرض على الخارطة","Located in the UNESCO world biosphere of Baa Atoll, Finolhu provides the ultimate island experience for guests. The rooms are on the ocean, the lagoon or by the beach."
آيلند فيستا ان,9.0,"أوكولهاس
– اعرض على الخارطة",يقع آيلند فيستا ان على جزيرة أوكولهاس بمنطقة أتول آري، ويتميز بمرافق للشواء ومنطقة شاطئ خاص. ويمكن للضيوف الاستمتاع بالمطعم في الموقع. كما تتوفر مواقف خاصة للسيارات مجانًا في الموقع.
UFA ESCAPE,,"ديجوراه
– اعرض على الخارطة",يقع UFA ESCAPE في ديغوراه، ويضم منطقة شاطئ خاص وحديقة وصالة مشتركة. ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف مطعمًا. وتتوفر خدمة الواي فاي المجانية.
نيو بريز ثودو إن,9.2,"ثودو
– اعرض على الخارطة",يقع نيو بريز ثودو إن على بُعد 500 متر فقط من الرمال البيضاء الجميلة لشاطئ ثودو، ويضم مطعم. كما تتوفر خدمة الواي فاي مجاناً في غرف مكان الإقامة.
بيوسفير إن,9.5,"دارافاندهو
– اعرض على الخارطة",يوفر بيوسفير إن أماكن إقامة تسمح باصطحاب الحيوانات الأليفة في دارافانتهو على بعد 16 كم من با أتول ويتميز بخدمة الواي فاي مجاناً ومرافق للشواء، ويضم النزل منطقة شاطئ خاصة ومرافق رياضات مائية ويمكن...
إل في آي إس بوتيك,8.2,"مدينة ماليه
– اعرض على الخارطة",يقع LVIS Boutique في مدينة ماليه وبموقع مريح على بعد 10 دقائق سيرا على الأقدام من المطاعم والمتاجر المحلية. ويضم المنزل مطعم مع قائمة طعام انتقائية ، ويوفر خدمة الواي فاي ومواقف للسيارات مجانية .
Marina Seaview Hotel,,"مافوشي
– اعرض على الخارطة",يقع Marina Seaview Hotel في مافوشي ويضم حديقة وتراس، ويوفر مكان الإقامة هذا خدمة نقل مكوكية مجانية، كما يوفر للضيوف مطعمًا. يوفر مكان الإقامة مكتب استقبال يعمل على مدار 24 ساعة وخدمة الغرف للضيوف.
Silk Retreats Thulusdhoo Guest House,9.0,"ثولوسدو
– اعرض على الخارطة",يقع Silk Retreats Thulusdhoo Guest House في ثولوسدو، ويضم مرافق للشواء.
ذا صن سيام إيرو فوشى لوكشري ريزورت مالديف,9.1,"مانافو
– اعرض على الخارطة",يقع مكان الإقامة ذا صن سيام إيرو فوشى الذي تبلغ مساحته 52 فدان في قلب نونو أتول.
اليادهو المالديف من سينامون,8.7,"هانغناميدهو
– اعرض على الخارطة",يعتبر اليادهو المالديف من سينامون جنة جزيرة أليفو أليفو أتول، ويوفر أماكن إقامة مريحة مع وسائل راحة فاخرة، ويتميز بموقعه في أحضان أشجار النخيل والشواطئ البيضاء، ويشمل مسبح لامتناهي ومركز رياضي.
فندق ماربل,6.8,"مدينة ماليه
– اعرض على الخارطة",يقع فندق ماربل في الشمال الغربي من الجزيرة العاصمة ماليه، ويوفر إطلالة على منظر غروب الشمس الاستوائي بالإضافة إلى نسيم البحر المنعش. كما يقع وسط قرى محلية، ويوفر خدمة واي فاي مجانًا ومطعمًا.
بطوطة مالديفيز سيرف فيو,8.7,"ثولوسدو
– اعرض على الخارطة",يقع بيت الضيافة Batuta Maldives Surf View على جزيرة Thulusdhoo، ويوفر غرفاً بسيطة مع حمام خاص. ويتميز بتراس شمسي ومطعم. يقع Batuta Maldives Surf View Guest House عبر الشاطئ والبحيرة.
Alesara Guest House,9.4,"ثودو
– اعرض على الخارطة",يوفر Alesara Guest House مكان إقامة في ثودو، ويحتوي بيت الضيافة على غرف مكيفة مع حمام خاص وخدمة الواي فاي المجانية. يمكن للضيوف الاستفادة من الحديقة. تم تجهيز غرف الضيوف في بيت الضيافة بمنطقة جلوس.
أماري هافودا مالديف,9.1,"Gaafu Dhaalu Atoll
– اعرض على الخارطة",يضم Amari Havodda Maldives مسبح خارجي ومسبح للأطفال ويوفر مرافق الرياضات المائية ويقع في ثينادهو في منطقة أتول غوفو أتول، ويحتوي المنتجع على تراس للتشمس ومركز سبا و5 خيارات لتناول الطعام، ويضم أيضاً...
Ocean Deluxe Inn,7.3,"هولهومالي
– اعرض على الخارطة",يقع إيبري إن على طول ساحل هولهومالي، وهو مكان إقامة شاطئي يوفر أماكن إقامة مريحة على بعد 10 دقائق بالسيارة من مطار مالي الدولي. وتتوفر خدمة الواي فاي المجانية في كافة أنحاء مكان الإقامة وفي الغرف.
آيلاند بيتش هاوس,8.0,"هولهومالي
– اعرض على الخارطة",يقع آيلاند بيتش هاوس في هولهومالي، ويوفر أماكن إقامة على شاطئ البحر على بعد 500 متر من مستشفى هولهومالي، ويوفر مرافق مثل منطقة شاطئ خاص.
سيكس سينسز لاماو,9.5,"لامو أتول
– اعرض على الخارطة",يعتبر سيكس سينسز لاماو منتجع فاخر تحيط به المياه الفيروزية النقية والشواطئ ذات الرمال البيضاء، كما تحتوي الفيلات الخاصة به على تلفزيون بشاشة مسطحة 37 بوصة ونظام Bose الترفيهي، في حين توفر الغرف خدمة...
أيادا المالديف,9.1,"Gaafu Dhaalu Atoll
– اعرض على الخارطة",يقع منتجع أيادا المالديف الفاخر وسط شعاب مرجانية نظيفة داخل الحافة الجنوبية لمنطقة غافو دالو أتول على جزر المالديف الجنوبية. ويقدم أماكن إقامة مجهز بمغطس خاص وخدمة الواي فاي مجانًا.
فندق ماجيري,8.0,"مدينة ماليه
– اعرض على الخارطة",يقع فندق Maagiri في مدينة ماليه، ويضم مركزًا للياقة البدنية وتراسًا وصالة مشتركة. ويوفر مكان الإقامة هذا خدمة نقل مكوكية مجانية، كما يوفر للضيوف مطعمًا.
Kokaa Maafushi,9.1,"مافوشي
– اعرض على الخارطة",يقع Kokaa Maafushi في مافوشي ويضم منطقة شاطئ خاص. ويضم مكان الإقامة مطعمًا ودراجات مجانية وحديقة. ويمكن لمكتب الجولات السياحية تقديم معلومات عن المنطقة.
Hard Rock Hotel Maldives,,"مدينة ماليه
– اعرض على الخارطة",يقع Hard Rock Hotel Maldives داخل بحيرات Emboodhoo الشاطئية، أول وجهة منتجع متكاملة في جزر المالديف، وعلى بعد 15 دقيقة بالقارب السريع من المطار، ويتميز بمركز للياقة البدنية وبار.
Holiday Park,,"هولهومالي
– اعرض على الخارطة",يقع Holiday Park in Hulhumale على بعد 300 م من منتزه فيري تيرمينال، ويضم تراس وغرف مكيفة مع حمام خاص. ويمكن للموظفين في الموقع ترتيب خدمات نقل المطار.
Paguro Villa,,"أوكولهاس
– اعرض على الخارطة",توفر Paguro Villa خدمة الواي فاي المجانية وإطلالات على الحديقة في أوكولهاس، ويضم بيت الضيافة ذو الـ 3 نجوم حديقة وغرف مكيفة مع حمام خاص.
منتجع وسبا كوماندو آيلاند,9.3,"كوريدو
– اعرض على الخارطة",يقع منتجع وسبا كوماندو آيلاند في كوماندو، ويوفر مركز سبا ومنطقة شاطئ خاصة، كما يمكن للضيوف الاستمتاع بالبار الموجود في الموقع.
إثا بيتش مالديفز,9.2,"غوريدهو
– اعرض على الخارطة",يقع إثا بيتش مالديفز في غوريدهو، وعلى بعد 31 كم من مدينة ماليه وعلى مسافة 5 كم من مافوشي، كما يحتوي بيت الضيافة على منطقة شاطئ خاصة ومرافق الرياضات المائية ويمكن للضيوف الاستمتاع بتناول وجبة في...
أوه زَد إي أن باي أتموسفير آت مادهوو - منتجع فاخر شامل كلياً,9.7,"Maadhoo
– اعرض على الخارطة",يضم أوه زد إي أن باي أتموسفير آت مادهوو - منتجع فاخر شامل كلياً مسبح خارجي مفتوح على مدار السنة ومنطقة شاطئ خاصة ويقع في مالي أتول الجنوبية، ويحتوي المنتجع على ملعب للأطفال ومرافق للشواء ويمكن للضيوف...
Trip Villa,,"أوكولهاس
– اعرض على الخارطة",يوفر Trip Villa in Ukulhas أماكن إقامة مع منطقة شاطئ خاص ودراجات مجانية وحديقة. ويوفر خدمة حجز التذاكر، كما يوفر للضيوف مطعمًا. يوفر مكان الإقامة الترفيه المسائي ومكتب للجولات السياحية.
بيت ضيافة ثودو بيتش فيو مالديفز,8.7,"ثودو
– اعرض على الخارطة",يقدم بيت ضيافة ثودو بيتش فيو مالديفز أماكن إقامة في ثودو، كما يضم بيت الضيافة هذا مرافق للشواء ومنطقة شاطئية خاصة، ويمكن للضيوف الاستمتاع بتناول وجبة في المطعم.
نزل إكويتي بيتش,8.2,"غوريدهو
– اعرض على الخارطة",يقع نزل إكويتي بيتش في غوريدهو، ويسمح باصطحاب الحيوانات الأليفة، ويوفر خدمة الواي فاي مجانًا ومرافق للشواء وملعب للأطفال.
TOP CRUISER DHIFFUSHI,,"ديفوشي
– اعرض على الخارطة",يقع TOP CRUISER DFFUSHI في ديفوشي في منطقة أتول كافو، ويوفر مكان إقامة مع خدمة الواي فاي المجانية، تتوفر وجبة إفطار كونتيننتال كل صباح في مكان الإقامة.
WAVE SOUND by 3S Maldives,9.3,"مارادهوفيدهو
– اعرض على الخارطة",يقع WAVE SOUND by 3S Maldives في Maradhoofeydhoo ويضم منطقة شاطئ خاص وحديقة. يضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف ملعبًا للأطفال.
نزل هانيفارو ترانزيت,9.6,"دارافاندهو
– اعرض على الخارطة",يقع Hanifaru Transit Inn في دارافانتهور في منطقة با أتول ويوفر مرافق شواء وتراس للتشمس، ويضم النزل منطقة شاطئ خاص ومرافق رياضات مائية، ويمكن للضيوف الاستمتاع بتناول وجبة في المطعم، وتتوفر خدمة الواي...
صن أكوا اريو فيلا - بريميم ال انكلوزيف,,"دالو أتول
– اعرض على الخارطة",يقع Sun Aqua Iru Veli - Premium All Inclusive في دالو أتول، ويشتمل على مركز للياقة البدنية وسبا فوق الماء وبار، يوفر مكان الإقامة هذا خدمة نقل مكوكية، كما يوفر للضيوف مطعمًا.
Sandies Bathala,,"ماليه
– اعرض على الخارطة",يتميز Sandies Bathala بمنطقة شاطئ خاص ومركز للياقة البدنية. ويوفر هذا الفندق ذو الـ 4 نجوم مكتب استقبال يعمل على مدار الساعة وصالة مشتركة وخدمة الواي فاي المجانية.
مودهو إن,8.9,"أوكولهاس
– اعرض على الخارطة",يقع مودهو في أوكولهاس في منطقة أري أتول ويتميز بمنطقة شاطئ خاصة، كما تتوفر مواقف خاصة للسيارات مجاناً بالإضافة لمنطقة مزودة بخدمة الواي فاي مجاناً.
IRIS Beach Residence,9.8,"غوريدهو
– اعرض على الخارطة",يقع IRIS Beach Residence في غوريدهو ويضم حديقة، ويضم مكان الإقامة مكتب استقبال يعمل على مدار الساعة، كما يرحب بالضيوف مع مطعم وتراس. وتضم بعض الغرف في مكان الإقامة شرفة مطلة على البحر.
Thulhagiri Island Resort & Spa,8.2,"نورث ماليه آتول
– اعرض على الخارطة",يقع Thulhagiri Island Resort & Spa في مالي أتول الشمالية ويضم منطقة شاطئ خاص ومركز للياقة البدنية، ويمكن للضيوف في مكان الإقامة ذو الـ 4 نجوم الاستمتاع بإطلالات على البحر في الغرف والوصول إلى مسبح في...
Mala Boutique Maldives,9.0,"دانجيثي
– اعرض على الخارطة",يقع مالا بوتيك دانجيثي في دانجيثي، ويوفر مرافق شواء ومنطقة شاطئ خاص. ويحتوي بيت الضيافة المواجه للشاطئ على ملعب للأطفال وتراس للتشمس، ويمكن للضيوف الاستمتاع بالمأكولات العالمية في المطعم.
ريلاكس لودج,9.2,"ثودو
– اعرض على الخارطة",يقع Relax Lodge في ثودو في مبنى يعود تاريخه لعام 2015 ويوفر حديقة وغرف ضيوف مع خدمة الواي فاي مجاناً، تحتوي جميع الغرف على تلفزيون بشاشة مسطحة مع قنوات الكابل وحمام خاص. يوفر بيت الضيافة صالة مشتركة.
نيو مون فيلدج,9.3,"أوكولهاس
– اعرض على الخارطة",يوفر بيت الضيافة نيو مون فيلدج مكان إقامة مواجه للشاطئ في جزيرة أوكولهاس، ويُوفر خِدمة الواي فاي المجّانية في جميع أنحاء مكان الإقامة. ويتوفر موقف سيارات خاص مجّاني في الموقع.
Jihy Inn,5.4,"مدينة ماليه
– اعرض على الخارطة",يقع Jihy Inn في Villimale، ويضم غرف مع تكييف وخدمة الواي فاي المجانية. يقع بيت الضيافة على بعد حوالي 1.6 كم من سلطان بارك، كما يقع على بعد 1.6 كم من الاستاد الوطني لكرة القدم.
فينشرو المالديف,8.7,"مافوشي
– اعرض على الخارطة",يقع Venturo Maldives في جزيرة مافوشي، ويوفر غرف مكيفة الهواء مع خدمة الواي فاي المجانية. تحتوي هذه المنشأة على مناطق للجلوس في الهواء الطلق ومطعم خاص بها، يقدم المأكولات المحلية والدولية.
The Sunrise Huraa,9.6,"هورا
– اعرض على الخارطة",يوفر The Sunrise Huraa مكان إقامة في هورا على بعد دقيقتين بالقارب السريع من مدينة ماليه ويتميز بخدمة الواي فاي مجاناً ومرافق الشواء، يمكن للضيوف الاستمتاع بالمطعم المتوفر في الموقع، وتحتوي جميع الغرف...
Dhiffushi Inn,,"ديفوشي
– اعرض على الخارطة",يقع Dhiffushi Inn على بعد 10 كم من محطة Villingili للعبارات، ويوفر مكان إقامة مع خدمة الواي فاي المجانية. يقع مكان الإقامة على بعد 11 كم من عبّارة مطار Velana وعلى بعد 11 كم من محطة Hulhumale...
فندق تشامبا سنترال,7.1,"مدينة ماليه
– اعرض على الخارطة",يقع فندق Champa Central في مدينة ماليه على بعد 400 م من حديقة السلطان، ويوفر غرفاً مع تكييف وخدمة الواي فاي المجانية.
فندق أوكتيف المالديف,8.5,"مدينة ماليه
– اعرض على الخارطة",يتمتَع فندق Octave Maldives بموقع مركزي في ماليه، ويوفر الوصول بسهولة إلى مناطق التسوق وتناوُل الطعام الرائجة. ويقدم غرف مكيفة مع حمامات داخلية واتصال مجاني بالواي فاي وخدمات نقل المطار مجاناً.
سكوبا إن,9.5,"أومادهو
– اعرض على الخارطة",يضم Scuba Inn منطقة شاطئ خاص وحديقة في Omadhoo. ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف مطعمًا وركنًا للقهوة يعمل على مدار الساعة.
فندق تروبيك تري مالديف,8.9,"غولهي
– اعرض على الخارطة",يقع Tropic Tree Hotel Maldives على بعد دقيقة واحدة فقط عن الرمال البيضاء الجميلة Gulhi ويضم مطعم. ويوفر خدمة واي فاي مجاناً.
كابانا زيست,8.6,"مافوشي
– اعرض على الخارطة",يضم كابانا زيست مطعم ومنطقة شاطئية خاصة ومكتب استقبال يعمل على مدار الساعة لراحة الضيوف، كما تتوفر خدمة الواي فاي مجانًا.
Morgen Wave,9.3,"هيمافوشي
– اعرض على الخارطة",يقع Morgen Wave في Himmafushi ويضم حديقة وتراس وصالة مشتركة. تحتوي جميع الغرف على مطبخ وحمام خاص. ويمكن لمكتب الجولات السياحية تقديم معلومات عن المنطقة.
فيلات أنغسانا فيلافارو إن أوشن,8.8,"دالو أتول
– اعرض على الخارطة",لالتقاط أفضل ما في العالمين، يقع Angsana Velavaru نصف المياه الصافية للمحيط المالديفي والنصف الآخر على الشواطئ الرملية البيضاء في South Nilandhe Atoll.
كومو كوكو آيلاند,9.6,"مافوشي
– اعرض على الخارطة",يوفر كومو كوكو آيلاند منتجعات مكان إقامة فاخر على الشواطئ الخاصة لجزيرة كافو في ساوث مالي أتول، ويوفر علاجات سبا باعثة على الاسترخاء وشعبتين غوص خاصة ومسبح لا متناهي.
Dravida Hotel,9.5,"ماميغيلي
– اعرض على الخارطة",يقع فندق Dravida في ماميغيلي، ويوفر منطقة شاطئ خاص ودراجات مجانية. ويضم الفندق ذو الـ 3 نجوم حديقة وغرفًا مكيفة مع خدمة الواي فاي المجانية.
أوكولهاز ستاي,9.4,"أوكولهاس
– اعرض على الخارطة",يقع Ukulhas Stay في Ukulhas، ويضم منطقة شاطئ خاص ودراجات مجانية. ويوفر بيت الضيافة ذو الـ 3 نجوم مكتب استقبال يعمل على مدار الساعة وخدمة الواي فاي المجانية. يوفر مكان الإقامة صالة مشتركة.
Quorizon Sandy Grand,,"ماميغيلي
– اعرض على الخارطة",يقع Quorizon Sandy Grand في ماميغيلي ويوفر غرف مكيفة مع خدمة الواي فاي المجانية. يوفر هذا الفندق ذو الـ 3 نجوم منطقة شاطئ خاص. يوفر مكان الإقامة مكتب استقبال يعمل على مدار 24 ساعة وخدمة الغرف للضيوف.
أميلا فوشي,9.3,"فينولهاوس
– اعرض على الخارطة",يقع منتجع أميلا فوشي على جزيرة با أتول، ويوفر لضيوفه مجموعة من بيوت الجزيرة الواقعة فوق المياه الصافية وسط قمم الأشجار المورقة أو على شواطئ الرمال البيضاء النقية، ويتوفر مسبح خارجي وسبا ومركز عافية.
ماديفارو كرو,9.3,"جزيرة راسدو
– اعرض على الخارطة",يقع Madivaru Kro في راسدو، ويوفر منطقة شاطئ خاص وخدمة الواي فاي المجانية. يضم مكان الإقامة صالة مشتركة ويرحب بالضيوف مع مطعم وتراس. يوفر مكان الإقامة خدمة الغرف وتحويل العملات للضيوف.
Heritance Aarah - Premium All Inclusive,,"را أتول
– اعرض على الخارطة",يوفر هيريتنس Aarah - Premium All Inclusive مكان إقامة في را أتول، يوفر هذا المنتجع ذو الـ 5 نجوم مكتب استقبال يعمل على مدار 24 ساعة وصالة مشتركة.
سيكس إن وان,8.2,"مدينة ماليه
– اعرض على الخارطة",يقع Six in One in Male City على بُعد 300 م من محطة هولهومالي للعبّارات، ويوفر غرفًا مع تكييف وخدمة الواي فاي المجانية، يقع مكان الإقامة هذا بالقرب من مناطق الجذب مثل ساحة الجمهورية، ويضم تراسًا.
فاكارو مالديف,8.9,"با أتول
– اعرض على الخارطة",Vakkaru Maldives هو عبارة عن منزل استوائي خصب يقع داخل المياه الصافية للمحمية الحيوية المحمية من قبل منظمة اليونسكو في با أتول، تستغرق الرحلة 25 دقيقة بالطائرة المائية أو بدلا من ذلك 20 دقيقة برحلة...
BY THE SHADE,,"هانغناميدهو
– اعرض على الخارطة",يقع BY THE SHADE في Hangnaameedhoo، ويوفر منطقة شاطئ خاص ودراجات مجانية. توفر جميع أماكن الإقامة في الفندق ذو الـ 3 نجوم إطلالات على الحديقة، ويمكن للضيوف الاستمتاع بإمكانية الوصول إلى التراس.
راسدو أتول ريزيدانس,9.2,"جزيرة راسدو
– اعرض على الخارطة",يقع Rasdhoo Atoll Residence في راسدو، ويضم منطقة شاطئ خاص ومركز للياقة البدنية. يضم مكان الإقامة حديقة وصالة مشتركة. يقدم المطعم المأكولات الهندية.
نزل أوشن بيتش مالديف,8.5,"هانغناميدهو
– اعرض على الخارطة",يقع Ocean Beach Lodge Maldive في هانغناميدهو، ويوفر خدمة الواي فاي المجانية. يضم مكان الإقامة منطقة شاطئ خاص، كما يوفر دراجات مجانية، فضلاً عن حديقة. يحتوي مكان الإقامة على مطعم وصالة مشتركة.
String Wave Maldives,9.6,"غولهي
– اعرض على الخارطة",يضم String Wave Maldives in Gulhi حديقة وتراس، ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف مطعمًا. وتتوفر خدمة الواي فاي المجانية. تحتوي جميع الغرف في بيت الضيافة على...
منزل آيلاند الريفي,8.1,"مافوشي
– اعرض على الخارطة",يقع منزل آيلاند الريفي على جزيرة مافوشي في ساوث مالي أتول بجزر المالديف، ويقدم أماكن إقامة بسيطة مع خدمة الواي فاي المجانية، كما يقع بالقرب من منطقة الشريط الساحلي، فيما يمكن لطاقم العمل الودود ترتيب...
بيت ضيافة تروبيكال فيلدج,9.1,"Fehendhoo
– اعرض على الخارطة",يقع Tropical Village في Fehendhoo، ويضم منطقة شاطئ خاص وحديقة. ويضم مكان الإقامة هذا مكتب استقبال يعمل على مدار الساعة، كما يوفر للضيوف مطعمًا.
فندق سالا البوتيكي,8.9,"مدينة ماليه
– اعرض على الخارطة",يقع فندق سالا البوتيكي في وسط ماليه، بجوار برلمان المالديف. ويوفر خدمة الواي فاي في الغرفة ومطعم تايلاندي وإيطالي وغرفاً لغير المدخنين في الغرفة والتي تجمع بين الديكور الآسيوي التقليدي ووسائل الراحة...
نزل كاني,5.6,"مدينة ماليه
– اعرض على الخارطة",يقع نزل Kaani على بعد 5 دقائق سيراً على الأقدام من رصيف Male، ويوفر غرفاً مكيفة مجهزة بتلفزيون مع القنوات الفضائية. كما يتوفر مقهى على السطح وخدمة الواي فاي المجانية في المناطق العامة للفندق.
Fuvahmulah inn,,"Fuvahmulah
– اعرض على الخارطة",يوفر Fuvahmulah inn مكان إقامة في فوفامولاه، وتتوفر خدمة الواي فاي المجانية ومواقف خاصة للسيارات في بيت الضيافة. تحتوي الغرف في Fuvahmulah Inn على مكتب.
Shifa Lodge,9.9,"Feridhoo
– اعرض على الخارطة",يقع Shifa Lodge في فريدهو، ويضم منطقة شاطئ خاص. تشمل المرافق المتوفرة في مكان الإقامة هذا مطعمًا ومكتب استقبال يعمل على مدار الساعة وصالة مشتركة، بالإضافة إلى خدمة الواي فاي مجانًا.
هوليداي هافن أوكولهاس,9.1,"أوكولهاس
– اعرض على الخارطة",يقع هوليداي هافن أوكولهاس في أوكولهاس ويتميز بمنطقة شاطئية خاصة ودراجات مجانية ومركز للياقة البدنية، كما يضم مكان الإقامة هذا حديقة وصالة مشتركة، بالإضافة إلى إمكانية تناول الطعام في الموقع، ويتميز...
