name,rate,location,description
Crowne Plaza Hotel De Mexico,8.3,"نابولس, مدينة ميكسيكو
– اعرض على الخارطة",يقع Crowne Plaza Hotel de Mexico في حي نابولي في مكسيكو سيتي، على بعد 200 متر من مركز التجارة العالمي. ويوفر جيم مع ساونا وخدمة واي فاي مجانية ومطعمين.
Corona Hotel & Spa,8.5,"إنسينادا
– اعرض على الخارطة",يقع Corona Hotel & Spa أمام مرسى Ensenada’مباشرةً، ويتميز بسبا ومركز صحي ومسبح في الهواء الطلق على مدار العام وتراس شمسي وبار ومطعم بنظام القائمة الإنتقائية.
لو بلان سبا ريزورت - الشامل كليًا - للبالغين فقط,9.4,"منطقة الفنادق, كانكون
– اعرض على الخارطة",يقع هذا المنتجع الخاص بالكبار وغير المدخنين فقط في شاطئ خاص، وعلى مسافة دقائق قليلة من وسط مدينة كانكون، ويضم هذا المنتجع سبا متكامل الخدمات.
The Reef 28 All Inclusive Adults Only,9.4,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع The Reef 28 All Inclusive Adults Only في بلايا ديل كارمن، ويضم مسبح في الهواء الطلق ومركز للياقة البدنية.
Real Inn Tijuana,8.1,"Rio Tijuana, تيخوانا
– اعرض على الخارطة",يقع Real Inn Tijuana by Camino Real في موقع مركزي في تيخوانا وعلى بعد 5 دقائق بالسيارة من الحدود مع الولايات المتحدة وعلى بعد 100 متر من نهر المدينة ويضم جيم ومطعمين.
Dominion Polanco,9.5,"بولانكو, مدينة ميكسيكو
– اعرض على الخارطة",يتمتع Dominion Corporate Suites بموقع مركزي على بعد 10 دقائق سيرًا على الأقدام من محطة أويديتوريو للمترو في مكسيكو سيتي ومتنزه تشابولتيبيك.
Vallarta Jr Suites,8.1,"Downtown Puerto Vallarta, بويرتو فايارتا
– اعرض على الخارطة",يقع Vallarta Jr Suites في بويرتو فالارتا ويوفر خدمة الواي فاي المجانية على بعد 7 كم من Cruise Ship Pier. تحتوي الوحدات المكيفة على مطبخ مجهز بالكامل مع ميكروويف ومحمصة.
Hotel Palmeras,8.2,"بوسيرياس
– اعرض على الخارطة",يقع فندق Palmeras في Bucerías على بعد 200 متر فقط من الشاطئ، ويضم مسبحًا في الهواء الطلق. تتوفر خدمة الواي فاي مجانًا. توفر الاستوديوهات لضيوفها تلفزيون مع قنوات الكابل وشرفة.
Mesón de la Luna Hotel & Spa,8.6,"ميريدا
– اعرض على الخارطة",يقع هذا الفندق في شمال ميريدا، بجوار مركز Plaza Altabrisa للتسوق. ويوفر سبا وغرف مكيفة مع خدمة الواي فاي المجانية وتلفزيون مع قنوات فضائية وحمام خاص مع لوازم استحمام مجانية.
Hacienda Soltepec,8.7,"هوامانتلا
– اعرض على الخارطة",يقع Hacienda Soltepec على بعد 700 م من منتزه Ignacio Zaragoza وعلى بعد 10 دقائق بالسيارة من متحف Puppet ويوفر مسبح داخلي ومطعم. ويوفر خدمة الواي فاي المجانية. تحتوي الغرف على تلفزيون مع قنوات الكابل.
Las tres sandías,9.5,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Las tres sandías على بعد 3.1 كم من محطة ADO الدولية للحافلات، ويضم حديقة وخدمة الواي فاي المجانية.
Ocean Riviera Paradise All Inclusive,8.2,"بلايا ديل كارمن
– اعرض على الخارطة","Ocean Riviera Paradise All Inclusive is situated in Playa del Carmen. The hotel has 5 outdoor pools and spa centre, and guests can enjoy a drink at one of the 12 on site bars."
City Express Plus Puerto Vallarta,8.5,"Hotel Zone, بويرتو فايارتا
– اعرض على الخارطة",يقع City Express Plus Puerto Vallarta في بويرتو فالارتا على بعد 3 دقائق سيرا على الأقدام من Cruise Ship Pier وعلى بعد 2.9 كم من مركز المؤتمرات بويرتو فالارتا الدولي ويوفر خدمة الواي فاي المجانية.
Villas Isza,7.2,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",تقع Villas Isza في بلايا ديل كارمن على بعد 2.9 كم من محطة حافلات ADO الدولية وتوفر غرف مكيفة مع خدمة الواي فاي المجانية وخدمات الكونسيرج.
Barceló Mexico Reforma,9.0,"خواريز, مدينة ميكسيكو
– اعرض على الخارطة","Offering a heated pool, spa centre and fitness centre, Barcelo Mexico Reforma is situated in Mexico City. Guests can enjoy the on-site bar and a la carte restaurant."
Sandos Caracol Select Club Adults Only All Inclusive,8.3,"بلايا ديل كارمن
– اعرض على الخارطة",يعد نادي سيليكت هو نادي خاص فقط للبالغين يقع داخل ساندوس كاراكول، والذي يعد منتجع بيئي شامل كليًا مناسب لجميع الفئات من المصطافين.
Maya Vacanze Coquito,7.3,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Maya Vacanze Coquito في منطقة Centro del Carmen على بعد 1.8 كم من محطة ADO الدولية للحافلات. وتتوفر خدمة الواي فاي المجانية. كما تحتوي بعض الوحدات على مطبخ مجهز بفرن وثلاجة وموقد مسطح.
Matlali Resort & Spa,8.0,"كروز دي هواناكاكستيل
– اعرض على الخارطة","Located 5 minutes’ drive from La Riviera Nayarit, Matlali Hotel & Spa is placed on the mountains overlooking the sea. It offers free WiFi, 2 outdoor infinity pools and sun terraces."
Residencia Polanco,7.3,"بولانكو, مدينة ميكسيكو
– اعرض على الخارطة",يوفر فندق Residencia Polanco مطعماً ومكتب استقبال يعمل على مدار الساعة ومواقف خاصة مجانية للسيارات. ويتضمن كل جناح أنيق تلفزيوناً مع قنوات الكابل وخدمة الواي فاي المجانية ومطبخاً صغيراً حسن التجهيز.
Hotel Plaza Colonial,8.7,"كامبيش
– اعرض على الخارطة",يقع Hotel Plaza Colonial على بعد كتلتي مبانٍ فقط من كاتدرائية كامبيتشي، وهو يقدم مسبحاً في الهواء الطلق ومواقف خاصةً مجانيةً للسيارات وغرفاً مكيفةً مع خدمة الواي فاي المجانية.
Casa De Sierra Azul,8.7,"Oaxaca Historic Centre, مدينة أواكساكا
– اعرض على الخارطة","Located on the historic centre of Oaxaca, this 19th century mansion is only 2 blocks from the main square and the cathedral. Casa De Sierra Azul is considered a patrimony of humanity by UNESCO."
Sleep Inn Torreon,8.7,"توريون
– اعرض على الخارطة",يقع Sleep Inn Torreón في توريون، ويضم مطعمًا ومركزًا للياقة البدنية. وتتوفر خدمة الواي فاي المجانية ومواقف مجانية خاصة للسيارات.
Luxury 5th Avenue Menesse 32,9.7,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Luxury 5th Avenue Menesse 32 في بلايا ديل كارمن على بعد 2.8 كم من محطة ADO الدولية للحافلات وعلى بعد 3.3 كم من محطة بلايا ديل كارمن البحرية، ويضم مسبح في الهواء الطلق وتراس.
Antigua Trece Hotel Fusión,10,"Centro Historico, غواناخواتو
– اعرض على الخارطة",يقع Antigua Trece Hotel Fusión في غواناخواتو على بعد خطوات قليلة من The Alley of the Kiss ويضم مسبح في الهواء الطلق. يقع مكان الإقامة بالقرب من حديقة الاتحاد ومسرح خواريز ومتحف Alhondiga de...
Blue Kay Eco-Resort,7.2,"ماهاهوال
– اعرض على الخارطة","Located in heart of Mahahual, facing the Caribbean Sea, Blue Kay boasts its own private beach area, beach bungalows and bunk beds if you want a hostel choice."
Fiesta Inn San Luis Potosi Glorieta Juarez,8.6,"سان لويس بوتوسي
– اعرض على الخارطة",يقع هذا الفندق على بعد 10 دقائق بالسيارة من وسط مدينة سان لويس بوتوسي. ويحتوي على حديقة مع مسبح في الهواء الطلق ومركز للياقة البدنية وغرف مكيفة مع آلة صنع القهوة وخدمة الواي فاي المجانية.
Hotel Flamingo Merida,7.9,"Centro de Merida, ميريدا
– اعرض على الخارطة","Offering an outdoor pool, Hotel Flamingo Merida is located in Mérida. Free Wi-Fi access is available. Rooms here will provide you with a cable TV, phone, lecture lamps and air conditioning."
Fiesta Inn Centro Historico,8.5,"وسط مكسيكو سيتي التاريخي, مدينة ميكسيكو
– اعرض على الخارطة",يقع هذا الفندق داخل Parque Alameda Plaza في مكسيكو سيتي، وتحيط به المتاحف ومناطق الآثار والتسوق وتناول الطعام. ويوفر وسائل راحة مثل خيارات تناول الطعام المتوفرة في الموقع.
InterContinental Presidente Mexico City,9.0,"بولانكو, مدينة ميكسيكو
– اعرض على الخارطة","Set in the Polanco district, a cultural, business and shopping area of Mexico City, this hotel is minutes from the National Museum of Anthropology and features 6 on-site restaurants."
City Express Plus Reforma El Angel,8.2,"خواريز, مدينة ميكسيكو
– اعرض على الخارطة","Centrally located on Mexico City's Paseo de la Reforma Avenue, this modern hotel offers a gym and stylish rooms with free Wi-Fi. A free continental breakfast is included."
Ojo de Agua Beach Front Hotel,7.4,"بويرتو موريلوس
– اعرض على الخارطة",يقع فندق Ojo del Agua على بعد 50 م فقط من الشاطئ، ويوفر للضيوف خدمة الواي فاي المجانية في المناطق العامة ومتجر للغوص والغطس في الموقع وخدمة المساج.
Villa Polinesia Wellness Resort,8.0,"Chamela
– اعرض على الخارطة",يقع Villa Polinesia Wellness Resort في شاميلا ويضم منطقة شاطئ خاص. يضم مكان الإقامة حديقة وتراس. وتتوفر خدمة الواي فاي المجانية ومواقف خاصة للسيارات في مكان الإقامة هذا.
Holiday Inn Mexico City-Plaza Universidad,8.6,"Del Valle, مدينة ميكسيكو
– اعرض على الخارطة",يقع هذا الفندق في ساحة Plaza Universidad على بعد 4.5 كم من ملعب أزول لكرة القدم، ويبعُد 11 كم عن وسط المدينة التاريخي، ويوفر الفندق خدمات استئجار السيارات، وتتوفر خدمة الواي فاي مجانًا في جميع أنحاء...
Playa Xcanan Tulum,9.1,"Zona Hotelera, تولوم
– اعرض على الخارطة","Located just 50 metres from a white-sand beach outside of Tulum, this bright hotel features tropical style décor, free breakfast and free Wi-Fi. It is just 5 km from the Mayan ruins."
Ibis Merida,8.4,"Paseo de Montejo, ميريدا
– اعرض على الخارطة","Very close to the new international convention center walking 3 minutes The Ibis Mérida hotel, located only 3 min. from the city center, 10 min from the Siglo XXI Convention Center, 20 min."
Hotel Aventura Mexicana,8.9,"Centro, بلايا ديل كارمن
– اعرض على الخارطة","Located in downtown Playa del Carmen, this hotel is 1.5 km from the Cozumel ferry and just 2 blocks from the beach. It features 2 outdoor pools, a waterfall and 3 sun decks."
City Express Plus Leon Centro de Convenciones,8.8,"ليون
– اعرض على الخارطة",يقع City Express Plus Leon Centro de Convenciones في ليون على بعد 600 م من ليون بوليفوروم ويضم مركز للياقة البدنية ومطعم.
فندق Ticuán,8.8,"Centro, تيخوانا
– اعرض على الخارطة","Located just off Revolution Avenue in central Tijuana, Hotel Ticuan offers a restaurant, free parking and stylish rooms with free WiFi and free breakfast. The US border is a 5-minute drive away."
Brisas del Caribe Suite,8.4,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يعتبر Brisas del Caribe Suite شقة تقع في بلايا ديل كارمن ويوفر خدمة الواي فاي المجانية في جميع أنحاء مكان الإقامة، تقع الشقة على بعد 600 م من محطة حافلات ADO الدولية.
Weary Traveler Hostel,7.9,"Tulum City Centre, تولوم
– اعرض على الخارطة",يقع Weary Traveler Hostel في تولوم على بعد 3.4 كم من موقع تولوم الأثري ويوفر مرافق للشواء وخدمة الواي فاي المجانية. يقع بيت الشباب على بعد 400 م من محطة حافلات تولوم ويوفر تراس وبار.
Hotel Real Del Mayab,8.9,"بلايا ديل كارمن
– اعرض على الخارطة",يقع فندق Real Del Mayab في بلايا ديل كارمن وعلى بعد مبنيين فقط عن الشواطئ الجميلة للبحر الكاريبي، وتتوفر خدمة الواي فاي المجانية. يضم الفندق ممرات داخلية ومنطقة حديقة.
City Express Plus Periferico Sur Tlalpan,8.6,"مدينة ميكسيكو
– اعرض على الخارطة","Situated 7 km from Six Flags Mexico in Mexico City, City Express Plus Periferico Sur Tlalpan features free WiFi access and private parking for an extra fee."
Serendipity,9.3,"تودوس سانتوس
– اعرض على الخارطة",يقع Serendipity على بعد 2 كم من pueblo of Todos Santos ويقع على مساحة 11 فدان من الأراضي المطلة على المحيط. ويتميز بطراز مزرعة وجناح والعديد من الأفنية والحدائق ومسبح وحوض استحمام ساخن.
Apartment Front Beach,9.0,"Playacar Fase II, بلايا ديل كارمن
– اعرض على الخارطة",توفر Apartment Front Beach مكان إقامة في بلايا ديل كارمن على بعد 1.4 كم من محطة بلايا ديل كارمن البحرية وعلى بعد 1.6 كم من محطة حافلات ADO الدولية، تقع الشقة على بعد 1.5 كم من شاطئ ملائم لذوي...
Aqua Star Unique Hotel and Apartments,7.9,"ماهاهوال
– اعرض على الخارطة",يوفر Aqua Star Unique Hotel and Apartments غرف في Mahahual. ويوفر هذا الفندق ذو الـ 5 نجوم خدمة الواي فاي المجانية ومكتب استقبال يعمل على مدار الساعة.
Mision Express San Luis Potosi,9.0,"سان لويس بوتوسي
– اعرض على الخارطة",يوفر Mision Express San Luis Potosi in San Luis Potosí أماكن إقامة مع مركز للياقة البدنية وحديقة. يوفر هذا الفندق ذو الـ 3 نجوم مكتب استقبال يعمل على مدار الساعة وخدمة الغرف.
غران كاريبي أول إنكلوسيف - منتجعات بنما جاك كانكون,8.7,"منطقة الفنادق, كانكون
– اعرض على الخارطة",يتميز هذا المنتجع والسبا الشاطئي الشامل كليًا والمناسب للعائلات بإطلالات على البحر الكاريبي ويوفر أنشطة لا حصر لها وخدمة شخصية ووسائل راحة من الدرجة الأولى في موقع لا مثيل له.
Hotel V10 Playa del Carmen,8.5,"بلايا ديل كارمن
– اعرض على الخارطة","Hotel V10 Playa del Carmen provides free WiFi and rooms with air conditioning in Playa del Carmen. With an outdoor swimming pool, the property also has a terrace."
Hotel Casa Rosada - Adults Only,9.0,"Protective Town of San Miguel, سان ميغيل دي الليندي
– اعرض على الخارطة",يقع هذا الفندق الحصري في سان ميغيل دي أليندي، ويوفر 16 غرفة فريدة مع خدمة شخصية لا تُنسى ومزيج من الفن المكسيكي والهندي والمغربي.
Villas Chulavista,7.9,"سايوليتا
– اعرض على الخارطة",توفر Villas Chulavista مكان إقامة في سايوليتا، ويضم مكتبًا للجولات السياحية، كما يوفر للضيوف مسبحًا في الهواء الطلق. وتتوفر خدمة الواي فاي المجانية ومواقف للسيارات في الموقع.
Hostal Tunich Naj,8.3,"فالادوليد
– اعرض على الخارطة",يقع Hostal Tunich Naj في موقع مركزي في مدينة بلد الوليد. ويوفر أماكن إقامة بسيطة وخدمة الواي فاي المجانية في جميع أنحاء مكان الإقامة. تفتح جميع الغرف المصممة على طراز صالات النوم المشتركة على شرفة.
Fiesta Inn Insurgentes Viaducto,8.7,"Escandon, مدينة ميكسيكو
– اعرض على الخارطة",يتميز هذا الفندق بموقع مركزي في مكسيكو سيتي، على بُعد بضعة مبانٍ عن مركز التجارة العالمي مكسيكو، ويوفر وسائل راحة رائعة مثل خدمة الإنترنت اللاسلكية ومطعم في الموقع.
City Express Junior Villahermosa,8.4,"فيلاهيرموسا
– اعرض على الخارطة",يقع City Express Junior Villahermosa على بعد 3 كم من وسط مدينة فيلاهيرموسا، ويوفر مسبح في الهواء الطلق وخدمة الواي فاي المجانية في جميع المناطق. كما يوفر مواقف مجانية للسيارات.
Rosewood San Miguel,9.4,"سان ميغيل دي الليندي
– اعرض على الخارطة","This luxury colonial-style resort offers a spa, outdoor pool and a rooftop lounge with fantastic views over San Miguel de Allende. Each spacious room includes free WiFi and an iPod dock."
Corales Suites,8.4,"بويرتو موريلوس
– اعرض على الخارطة",يقع على بعد 200 م من شاطئ بويرتو موريلوس. يوفر Corales Suites تراس على السطح وأجنحة مكيفة مع خدمة الواي فاي المجانية ومرافق المطبخ. ويبعد مطار كانكون الدولي مسافة 25 دقيقة بالسيارة.
Fiesta Inn Ciudad de Mexico Forum Buenavista,9.0,"Buenavista, مدينة ميكسيكو
– اعرض على الخارطة",تقع في مكسيكو سيتي على بعد 5 كم من متحف دي ميموريكيا، يحتوي فندق Fiesta Inn Ciudad de Mexico Forum Buenavista على مركز للياقة البدنية وبار، ويقع مكان الإقامة في حي بوينافيستا، ويوفر للضيوف إمكانية...
Grand Fiesta Americana Guadalajara Country Club,9.1,"Zapopan, غواذالاخارا
– اعرض على الخارطة",يقع Grand Fiesta Americana Guadalajara Country Club في قلب المنطقة التجارية والمالية، ويوفر مرافق ووسائل راحة عصرية فضلاً عن مطعمًا في الموقع.
بانيان تري ماياكوبا,9.5,"Mayakoba, بلايا ديل كارمن
– اعرض على الخارطة",يقع هذا المنتجع ذو الـ 5 نجوم على بعد 10 كم من وسط مدينة بلايا ديل كارمن، ويحتوي على فيلات فاخرة مع مسبح خاص وحديقة ذات مناظر طبيعية خلابة في كل فيلا.
Joyas De Cortez,,"باهيا كينو
– اعرض على الخارطة",يوفر Joyas De Cortez أماكن إقامة مع مسبح في الهواء الطلق وخدمة الواي فاي المجانية. تأتي كل وحدة مع تراس يوفر إطلالات على المسبح وتلفزيون بشاشة مسطحة مع قنوات فضائية ومطبخ مجهز جيدا وحمام خاص مع دش.
Paradisus Los Cabos All Inclusive,9.2,"كابو سان لوكاس
– اعرض على الخارطة","Sitting on a stunning beach with amazing views of the Sea of Cortez is Paradisus Los Cabos, a  luxury all-inclusive resort offering world-class facilities."
منتجع وسبا نيزيك,9.3,"منطقة الفنادق, كانكون
– اعرض على الخارطة",يقع منتجع وسبا نيزيك في مكان منعزل من بونتا نيزيك، ويوفر إطلالات بانورامية على البحر الكاريبي، ويتميز بوجود مسبح خارجي وممشى خشبي خاص وسبا.
Sandy Beach Rocky Point Bella Sirena 501-A,,"بورتو بيناسكو
– اعرض على الخارطة",يقع Sandy Beach Rocky Point Bella Sirena 501-A في بويرتو بيناسو ويوفر منطقة شاطئ خاص ومرافق للشواء. كما تحتوي هذه الشقة على مسبح خارجي وخدمة الواي فاي المجانية.
Hotel La Semilla - Adults Only,9.4,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يوفر Hotel La Semilla - Adults Only مطعا واستخدام الدراجات مجانا، ويقع في بلايا ديل كارمن، على بعد 200 متر فقط بعيدا من الشاطئ وعلى بعد 50 مترا من الشارع الخامص النابض بالحيوية.
Blue Moon Kite House,8.7,"إل كويو
– اعرض على الخارطة",يقع Blue Moon Kite House في El Cuyo، ويوفر خدمة الواي فاي المجانية ووحدات مزودة بمطبخ. تحتوي الوحدات على تراس وتلفزيون وحمام خاص مع دش ولوازم استحمام مجانية.
أويسيز بالم - شامل كليًا,7.7,"منطقة الفنادق, كانكون
– اعرض على الخارطة","Set next to El Embarcadero pier in Cancún’s Hotel Zone, Oasis Palm - All-Inclusive has 200 metres of private beach. This Mexican-style resort offers outdoor pools, a spa, shops and restaurants."
Hotel Villa de Pescadores,8.4,"ريو لاغارتوس
– اعرض على الخارطة",يقع فندق Villa de Pescadores داخل محمية ريو اجارتوس الطبيعية، ويضم غرفًا مُكيَّفة مع شرفات خاصة تطل على البحيرة الشاطئية أو المدينة. تتوفر خدمة الواي فاي مجانًا في المناطق العامة.
Hotel Paradise Suites,8.8,"إيسلا موخيريس
– اعرض على الخارطة",يقع فندق Paradise Suites في جزيرة موخيريس، على بُعد 7 كم من متحف كانكون تحت الماء، ويوفر مرافق مختلفة مثل مسبح في الهواء الطلق ومركز للياقة البدنية. ويتوفر حوض استحمام ساخن للضيوف.
Hotel 770,7.7,"Centro, بلايا ديل كارمن
– اعرض على الخارطة","Hotel 770 is a property located in the heart of Playa del Carmen, only a short 3-miniute walk from vibrant 5th Avenue and 1.2 km from the ferry dock to Cozumel. It has an outdoor pool and free Wi-Fi."
Vainilla Bed and Breakfast Mexico,9.1,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Vainilla Bed & Breakfast Mexico في بلايا ديل كارمن على بعد 12 دقيقة فقط من الشاطئ ويوفر الوصول إلى مطبخ مشترك. ويتوفر مكتب للجولات السياحية وخدمة حجز التذاكر. وتتوفر خدمة الواي فاي مجاناً.
كوكي كوكي كوبا,9.0,"كوبا
– اعرض على الخارطة",يقع Coqui Coqui Coba في Cobá على بعد 12 دقيقة سيرا على الأقدام من أطلال كوبا ويوفر مرافق مثل حديقة وتراس وبار. ويوفر خدمة الكونسيرج، كما يوفر للضيوف مطعمًا.
La Huerta Hotel,8.6,"San Ignacio
– اعرض على الخارطة",يقع La Huerta Hotel في سان إغناسيو ويوفر خدمة الواي فاي المجانية. ويضم مكان الإقامة مطعمًا وحديقة وبارًا. يوفر مكان الإقامة مكتب استقبال يعمل على مدار 24 ساعة وخدمة الغرف للضيوف.
Live Aqua Beach Resort Cancun,9.0,"منطقة الفنادق, كانكون
– اعرض على الخارطة",يوفر Live Aqua Cancun Beach Resort Cancun إمكانية الوصول المباشر إلى شاطئ كاكون. ويتميز بوجود مسبح في الهواء الطلق يُطل على البحر الكاريبي. كما يضم غرفاً جذابة مع شرفات و9 مطاعم و5 بارات وسبا.
فندق ويي إيروبرتو,8.3,"مدينة ميكسيكو
– اعرض على الخارطة",يتمتع هذا الفندق بموقع جيد أمام مطار بينيتو خواريث الدولي ويوفر إمكانية الوصول بسهولة إلى أماكن الجذب السياحي في وسط مدينة ميكسيكو سيتي، بما في ذلك مركز ثونا روسا للتسوق، كما يوفر خدمة نقل المطار على...
Aldea Thai Luxury by Mistik,7.6,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",This Playa del Carmen hotel is a short walk from Mamita's Beach Club and Fifth Avenue. The hotel offers an outdoor swimming pool with a bar and free on-site parking.
Boom Feel Hostal,8.6,"كانكون
– اعرض على الخارطة",يقع Boom Feel Hostal في كانكون على بعد 13 كم من ملعب بيتو أفيلا، ويضم مسبحًا في الهواء الطلق. ويضم بيت الشباب ذو النجمتين حديقة وغرفًا مكيفة مع خدمة الواي فاي المجانية.
Extended Suites Tijuana Macroplaza,8.0,"تيخوانا
– اعرض على الخارطة","Hotel Extended Suites Tijuana Macroplaza is set in Tijuana and features an outdoor swimming pool and a fitness centre. Boasting a 24-hour front desk, this property also provides guests with a terrace...."
Hotel Luz en Yucatan,9.4,"Centro de Merida, ميريدا
– اعرض على الخارطة",يتمتع فندق Luz en Yucatan بموقع ملائم في وسط ميريدا، ويحتوي على غرف مكيفة ومسبح في الهواء الطلق وحديقة، يقع مكان الإقامة هذا على بعد مسافة قصيرة من مناطق الجذب السياحي مثل كاتدرائية ميريدا.
Casa Coco by Coco B Isla,9.3,"إيسلا موخيريس
– اعرض على الخارطة",يقع Casa Coco by Coco B Isla في جزيرة موخيريس على بعد 3.4 كم من متحف كانكون تحت الماء، ويحتوي على عدد من وسائل الراحة بما في ذلك مرافق الرياضات المائية ومسبح في الهواء الطلق وحديقة.
Entre Viñedos by Hotel Boutique Valle de Guadalupe,7.9,"فالي دي جوادالوبي
– اعرض على الخارطة",يقع Entre Viñedos by Hotel Boutique Valle de Guadalupe في Valle de Guadalupe، ويوفر دراجات مجانية ومسبح في الهواء الطلق.
Sheraton Buganvilias Resort & Convention Center,8.3,"Las Glorias-North Hotel Area, بويرتو فايارتا
– اعرض على الخارطة",يوفر هذا المنتجع الواقع في Puerto Vallarta إطلالات خلابة على المحيط وتشكيلة من علاجات التجميل في السبا. كما تتوفر مطاعم وغرف جذابة مطلة على المحيط في مكان الإقامة العصري.
Eurostars Zona Rosa Suites,8.9,"خواريز, مدينة ميكسيكو
– اعرض على الخارطة",يقع هذا الفندق في قلب مدينة ميكسيكو سيتي على مسافة قصيرة سيراً على الأقدام من Paseo de la Reforma، ويوفر مكان إقامة فسيح مع أجنحة فقط، بالإضافة إلى مجموعة متنوعة من وسائل الراحة.
Hotel Los Girasoles,8.4,"وسط مدينة كانكون, كانكون
– اعرض على الخارطة",يقع فندق Los Giarsoles في قلب مدينة كانكون الإستوائية، ويوفر خدمة الواي فاي المجانية ومكتبًا للجولات السياحية في الموقع، ويبعُد مسافة 5 دقائق بالسيارة عن شواطئ الكاريبي الجميلة بالمدينة.
Holiday Inn Campeche,8.7,"كامبيش
– اعرض على الخارطة",يقع هذا الفندق في كامبيتشي على طول ساحل خليج المكسيك، بالقرب من حصن سان ميغيل ومتحف مايا الأثري. ويتوفر مسبح في الهواء الطلق مفتوح على مدار العام ومركز للياقة البدنية.
Presidente Intercontinental Santa Fe,9.1,"Santa Fe, مدينة ميكسيكو
– اعرض على الخارطة","Located next to Santa Fé Shopping Centre, Presidente InterContinental Santa Fe offers gym and sauna. It features a restaurant and a terrace overlooking Mexico City and the surrounding mountains."
Terra del Valle Bed & Breakfast,9.8,"فالي دي جوادالوبي
– اعرض على الخارطة",يقع Terra del Valle Bed & Breakfast في Valle de Guadalupe. تحتوي جميع الغرف على شرفة وفناء وتراس. ويشتمل الحمام الخاص على حوض استحمام ومجفف شعر ولوازم استحمام مجانية.
Royal Pedregal,8.5,"Pedregal, مدينة ميكسيكو
– اعرض على الخارطة",يقع هذا الفندق في مدينة مكسيكو سيتي على مسافة قصيرة بالسيارة من مركز التجارة العالمي، ويتميز بوسائل الراحة الحديثة والعديد من المرافق المدروسة في الموقع، بما في ذلك مركز رجال الأعمال ومسبح في الهواء...
Real de Minas Poliforum,8.3,"ليون
– اعرض على الخارطة","This traditional hotel is located in the city of Leon, Mexico. The hotel offers an on-site art gallery, restaurant and an outdoor pool surrounded by gardens. Free WiFi is available."
La Iguana de Oro Vallarta,8.2,"Downtown Puerto Vallarta, بويرتو فايارتا
– اعرض على الخارطة",يقع هذا الفندق الفريد من نوعه على بعد 350 متر من شاطئ Playa de los Muertos في بويرتو فايارتا ويقدم استوديوهات مجهزة تجهيزا كاملا ومسبح وإطلالات جميلة على المدينة.
Excel Sense Playacar Boutique Hotel,7.8,"Playacar Fase II, بلايا ديل كارمن
– اعرض على الخارطة",يقع فندق Excel Sense Playacar البوتيكي في Playacar، وهي منطقة حصرية في بلايا ديل كارمن. ويوفر خدمة الواي فاي المجانية في جميع الأنحاء وتراس على السطح مع مسبح وبار.
SUITE 24 Hotel Boutique,8.1,"Centro, بلايا ديل كارمن
– اعرض على الخارطة","Featuring free WiFi and a hot tub, SUITE 24 offers pet-friendly accommodation in Playa del Carmen. The hotel has an outdoor pool."
Hotel Santa Croce - Playa del Carmen,7.5,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Hotel Santa Croce - Playa del Carmen في بلايا ديل كارمن على بعد 1.2 كم من محطة حافلات ADO الدولية ويتميز بتراس وإطلالات على المدينة، ويحتوي الفندق ذو الـ 3 نجوم على بار وغرف مكيفة مع خدمة الواي...
City Centro Oaxaca,8.7,"مدينة أواكساكا
– اعرض على الخارطة",يقع City Centro Oaxaca في مدينة أواكساكا، على بُعد 16 دقيقة سيرًا على الأقدام من وسط مدينة أواكساكا دي خواريز، ويضم مركزًا للياقة البدنية، ويوفر خدمة الواي فاي مجانًا.
Radisson Paraiso Perisur,8.6,"Pedregal, مدينة ميكسيكو
– اعرض على الخارطة",يقع هذا الفندق في مدينة مكسيكو سيتي، على بعد لحظات فقط من مركز Perisur للتسوق، ويوفر سهولة الوصول إلى المواقع الشعبية الأخرى، كما يقدم مجموعة متنوعة من وسائل الراحة الحديثة، بما في ذلك خدمات تأجير...
Dreams Sands Cancun Resort & Spa - All Inclusive,8.6,"منطقة الفنادق, كانكون
– اعرض على الخارطة",يقع Dreams Sands Cancun Resort & Spa على شاطئ ذو رمال بيضاء في قلب منطقة الفنادق في كانكون، وعلى بعد 10 دقائق بالسيارة من وسط المدينة، كما يتوفر للضيوف المأكولات الفاخرة والبارات والحياة الليلية...
Condominio de las brisas,9.2,"Romantic Zone, بويرتو فايارتا
– اعرض على الخارطة",يقع Condominio de las brisas على بعد 8 كم من رصيف السفن السياحية، ويضم تراس وخدمة الواي فاي المجانية. وتم تجهيز بعض الوحدات بتكييف وتلفزيون بشاشة مسطحة وغسالة ملابس وآلة لصنع القهوة، فضلاً عن مطبخ.
