name,location,rating,description
ميزون 48,"غومبيت
– اعرض على الخارطة",جيد جداً,تقع Maison 48 في قلب غومبيت على بعد 300 متر فقط من شاطئ غومبيت وتحتوي على غرف مع مطبخ صغير وشرفة، وتشمل المرافق على مسبح خارجي.
فندق بيرا بالاس,"بيوغلو, إسطنبول
– اعرض على الخارطة",ممتاز,تم إنشاء بيرا بالاس في عام 1892 من قبل المهندس المعماري الفرنسي العثماني ألكسندر فالاري وهو عبارة عن فندق متحف من فئة خاصة ذو تصميم فني على الطرازات الكلاسيكية الجديدة وفن الآرت نوفو والطراز الشرقي،...
غالاتا شيك ديلوكس فلاتس,"بيوغلو, إسطنبول
– اعرض على الخارطة",,تقع Galata Chic Deluxe Flats في إسطنبول على بعد 220 م من برج غالاتا وعلى بعد دقيقتين فقط سيراً على الأقدام من الشوارع الحيوية في شارع الاستقلال، St.
فندق ليفنت اسطنبول,"كاتاني, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع فندق Levent في اسطنبول بالقرب من المترو وعلى بعد 200 م من مركز Kanyon للتسوق. وتوفر الغرف خدمة الواي فاي المجانية وتحتوي على تلفزيونات كبيرة بشاشة مسطحة مع قنوات فضائية.
أوشيسار كايا أوتيل,"أوشيسار
– اعرض على الخارطة",رائع,يقع Uchisar Kaya Hotel على بعد 5 كم فقط من متحف غوريم الخارجي وهو أول فندق منحوت في الصخور في منطقة كابادوكيا ويوفر إطلالات بانورامية ساحرة على المداخن، ويوفر مسابح وخدمة الواي فاي المجانية وغرفاً...
فايق باشا سبيشيال كاتيغوري,"بيوغلو, إسطنبول
– اعرض على الخارطة",ممتاز,يقع Faik Pasha Suites - Apartments على بعد 350 م فقط من شارع الاستقلال الحيوي، ويوفر غرف مكيفة مع خدمة الواي فاي المجانية في جميع الأنحاء. كما تتوفر خدمة الإنترنت السلكي المجانية في مركز رجال الأعمال....
فندق سارنيك (أوتومان مينشين),"فاتح, إسطنبول
– اعرض على الخارطة",رائع,يقع هذا الفندق في حي السلطان أحمد في مبنى تاريخي يقدم تراس على السطح يتمتَع بإطلالة بانورامية على المسجد الأزرق وبحر مرمرة. كما يبعد آيا صوفيا وقصر توبكابي أقل من 10 دقائق مشياً على الأقدام.
أورلا فيلا نوفا,"أورلا
– اعرض على الخارطة",ممتاز,يقدم Urla villanova مكان إقامة في أورلا ويوفر مسبح خارجي وخدمة الواي فاي المجانية، وتتميز بعض الوحدات بتراس و/أو شرفة مع إطلالات على البحر، تتوفر وجبة إفطار كونتيننتال كل صباح في المبيت والإفطار.
فندق ايدينلي كابف,"غوريمِ
– اعرض على الخارطة",استثنائي,يقع هذا الفندق التقليدي الذي يتخذ شكل كهف على سفح تل، ويوفر إطلالات رائعة على Göreme من تراسه الجميل على السطح، كما يوفر غرفًا فردية تتخذ شكل كهف مع إنترنت لاسلكي وخدمة شخصية.
فندق بيرا بارما,"بيوغلو, إسطنبول
– اعرض على الخارطة",رائع,يقع فندق Pera Parma في مبنى يعود تاريخه للقرن الـ19 على طراز فن الآرت نوفو، على بُعد 50 م فقط من شارع استقلال العصري الذي يضم العديد من المتاجر والمطاعم وأماكن تناول الطعام والبارات، تقع محطة مترو...
فندق كلاريون إسطنبول محمود بيه,"باغجيلار, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع فندق كلاريون إسطنبول محمود بيه في منطقة باغجيلار في إسطنبول، كما يوفر مكان الإقامة مسبح داخلي ومركز عافية وسبا وساونا وحمام تقليدي ومركز للياقة البدنية، فيما يمكن للضيوف الاستمتاع بالبار والمطعم...
Kimera Hotel - Yoga & Spa,"جيرالي
– اعرض على الخارطة",ممتاز,يتميز منتزه العطلات هذا بغرف فسيحة مع شرفة وتكييف هواء وتحيط به حديقة مليئة بأشجار الفاكهة والبرتقال، كما يبعد مسافة 50 متر (دقيقتين سيرًا على الأقدام) من شاطئ تشيرالي الرملي، فيما يتميز الفندق برحلات...
فندق أنيل طرابزون,"وسط مدينة ترابزون, طرابزون
– اعرض على الخارطة",جيد,يقع فندق Anil في وسط مدينة Trabzon، ويوفر خدمة الواي فاي المجانية وتلفزيون بشاشة مسطحة مع قنوات فضائية في جميع الغرف. كما تتوفر مواقف مجانية خاصة للسيارات في الموقع.
فندق أودا,"بيوغلو, إسطنبول
– اعرض على الخارطة",جيد,يقع هذا الفندق البوتيكي الفاخر في وسط مدينة إسطنبول على بعد 50 م فقط من شارع الاستقلال الحيوي.
شقة هالا آبلا إفليري,"طرابزون
– اعرض على الخارطة",جيد,يقع Hale Abla Apart Evleri على بعد 7 كم من متحف آيا صوفيا وعلى بعد 9 كم من قصر أتاتورك ويوفر مكان إقامة مع خدمة الواي فاي المجانية وتكييف الهواء وتلفزيون بشاشة مسطحة، تحتوي جميع الوحدات على غرفة معيشة...
فندق اكغون بيازيت,"فاتح, إسطنبول
– اعرض على الخارطة",جيد,يقع فندق Akgun على بعد أقل من 200 م من محطة Laleli-Üniversite للترام، ويوفر غرفاً مع خدمة الواي فاي المجانية على بعد 15 دقيقة فقط سيراً على الأقدام من منطقة السلطان أحمد. ويضم بار كوكتيل اللوبي.
فندق ارستقراط,"فاتح, إسطنبول
– اعرض على الخارطة",جيد جداً,يتميز فندق ارستقراط بموقع مركزي في حي السلطان أحمد، على بُعد 3 دقائق فقط سيرًا على الأقدام من المسجد الأزرق ومتحف آيا صوفيا، ويضم الفندق تراس على السطح يوفر إطلالات على المناطق التاريخية المحيطة وغرف...
نيسانتاسي ماي ريزيدنس,"شيشلي, إسطنبول
– اعرض على الخارطة",جيد جداً,يتميز My Residence باتصال مجاني بالانترنت اللاسلكي في كل من استوديوهاته العصرية، ويجمع بين الخدمات الفندقية التي تتسم بالجودة والسكن المستقل في اسطنبول، بالقرب من مركز لطفي قيردار للمؤتمرات.
تايتانيك سيتي تقسيم,"بيوغلو, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع هذا الفندق الـ 4 نجوم على بُعد 5 دقائق فقط سيراً على الأقدام من ساحة تقسيم، ويحتوي على غرف عصرية مزودة بتلفزيونات ذات شاشات مسطحة، ويضم سبا مع حمام تقليدي مجاني ومسبح داخلي وجيم، بالإضافة إلى...
فندق أكان لوكشري,"وسط مدينة بودروم, بودروم
– اعرض على الخارطة",جيد,يتمتع فندق Akkan Luxury بموقع مركزي في مدينة بودروم على شوارع البارات، ويبعد بضعة خطوات من شاطئ البحر، ويضم مكان الإقامة منطقة شاطئ خاصة، وتشمل الغرف المكيفة تلفزيون مع قنوات فضائية، ويوفر خدمة الواي...
فندق وأجنحة رامادا إسطنبول سيسلي,"شيشلي, إسطنبول
– اعرض على الخارطة",جيد,يتمتع فندق وأجنحة رامادا إسطنبول سيسلي بموقع مركزي بمدينة إسطنبول، حيث يقع على بعد 2.4 كم فقط من حي التسوق الشهير نيشانتاشي الذي يضم العديد من المقاهي والمتاجر الفاخرة، كما يوفر خدمة الواي فاي مجانًا،...
فندق وسبا سكاليون,"فاتح, إسطنبول
– اعرض على الخارطة",رائع,يقع فندق سكاليون على بعد 800 متر من البازار الكبير، ويجمع الفندق بين الأناقة والفخامة مع لوحات زيتية أصلية مرسومة باليد في جميع أنحائه، ويوفر الفندق غرفاً مريحة وبار لوبي للاسترخاء، وتتوفر خدمة الواي...
شقق عطاء,"بورصة
– اعرض على الخارطة",ممتاز,تقع شقق عطاء على بعد 400 متر من مركز بورصة سيتي للتسوق، ويوفر مكان إقامة مكيف مع تراس وخدمة الواي فاي مجاناً.
اداهان اسطنبول,"بيوغلو, إسطنبول
– اعرض على الخارطة",رائع,يقع Adahan Istanbul في مبنى مُرمم بشكل جميل، ويوفر تراس مطل على حي غالاتا التاريخي وغرف ساحرة تتميز بتصميمات داخلية فريدة. ويقع برج غالاتا على بعد 5 دقائق فقط سيرًا على الأقدام.
غوكوساجي أبارت,"آيدر يايلاسِه
– اعرض على الخارطة",ممتاز,يقع Gokkusagi Apart في آيدر يايلاسِه، ويوفر مكان إقامة مع خدمة الواي فاي المجانية وحديقة مع مرافق الشواء وإطلالات على الجبل.
فندق سينيت لايف - إكسكلوسيف سيتي,"فتحية
– اعرض على الخارطة",رائع,يقع Cennet Life - Exclusive City Hotel في فتحية على بعد 10 دقائق سيراً على الأقدام من مرسى إيجي ساراي ويتميز بغرف مكيفة مع خدمة الواي فاي مجاناً، يقع مكان الإقامة على بعد 1.1 كم من مرسى فتحية وعلى بعد...
أجنحة ألب ماندالين,"وسط مدينة أكياكا, أكياكا
– اعرض على الخارطة",استثنائي,يقع Alp Suites Mandalin في وسط مدينة Akyaka في Akyaka، ويوفر أماكن إقامة مع تكييف ومنفذ إلى حديقة. وتتوفر خدمة الواي فاي المجانية.
فيتاس أودا بيوغلو,"بيوغلو, إسطنبول
– اعرض على الخارطة",جيد جداً,يوفر فيتاس أودا بيوغلو مكان إقامة في مدينة بيوغلو على بُعد 30 متر فقط من شارع الاستقلال الشهير، في حين يبعد مول ديميرورين للتسوق مسافة 250 متر فقط من مكان الإقامة.
Şar Apartment Suites,"فاتح, إسطنبول
– اعرض على الخارطة",استثنائي,تقع Şar Apartment Suites في إسطنبول وتوفر خدمة الواي فاي المجانية وإطلالات على المدينة، يقع مكان الإقامة هذا على بعد 300 م من عمود قسطنطين.
Elysium Styles Taksim,"شيشلي, إسطنبول
– اعرض على الخارطة",جيد جداً,تشمل وسائل الراحة العديدة التي يوفرها هذا الفندق العصري خدمات تسجيل الوصول وتسجيل المغادرة السريع وخدمة تخزين الأمتعة.
فندق سهير أولد سيتي,"فاتح, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع Sehir Hotel Oldcity على بعد دقيقتين فقط سيرًا على الأقدام من محطة سيركيسي للقطارات و700 متر فقط من آيا صوفيا وقصر توبكابي، كما يبعُد بازار التوابل مسافة 500 متر.
فندق كوردون باسبورت,"كوناك, إزمير
– اعرض على الخارطة",جيد جداً,يقع Kordon Otel على مسافة قريبة من Konak Pier و Kemeraltı Bazaar، على بعد لحظات من منتزه شاطئ البحر في أحد الشوارع التجارية الرئيسية. تنزه حول Izmir، وقم بزيارة متاحف المدينة.
فندق دوروك,"وسط مدينة فتحية, فتحية
– اعرض على الخارطة",رائع,يقع فندق Doruk بجانب شاطئ البحر، ويوفر مسبحًا في الهواء الطلق وخدمة الواي فاي المجانية وغرفًا مكيفة تحتوي على تلفزيون مع قنوات فضائية وشرفة مُطلة على البحر.
فندق أستا بارك,"وسط مدينة ترابزون, طرابزون
– اعرض على الخارطة",جيد,يقع هذا الفندق في مركز مدينة ترابزون، على بعد مسافة قصيرة سيراً على الأقدام من مراكز التسوق والأعمال، وعلى بعد 300 متر من الواجهة البحرية.
فندق راديسون بلو مطار اسطنبول,"كوجوكجيكمجه, إسطنبول
– اعرض على الخارطة",جيد,يتميز فندق راديسون بلو مطار إسطنبول بموقع رائع حيث يقع على بعد 2 كم من مطار أتاتورك الدولي والعديد من مراكز التسوق، كما تبعد محطة مترو سيفاكوي مسافة دقيقتين سيرًا على الأقدام، فيما يوفر هذا الفندق...
فندق سينسيز,"بودروم
– اعرض على الخارطة",جيد جداً,يقع Design Plus Senses في بودروم، ويضم مسبحًا في الهواء الطلق. وتتوفر خدمة الواي فاي المجانية ومكتب استقبال يعمل على مدار الساعة.
تشيرز ليت هاوس,"فاتح, إسطنبول
– اعرض على الخارطة",رائع,يتميز Cheer Lighthouse بموقعه على بعد 300 متر فقط من آيا صوفيا والمسجد الأزرق، ويقع في منطقة السلطان أحمد التاريخية في اسطنبول، ويقدم مطعم مع إطلالات بانورامية للبحر، وأماكن إقامة مُكيفة وخدمة الواي...
فندق نيو هاوس,"فاتح, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع فندق نيو هاوس في حي السلطان أحمد التاريخي وضمن مسافة قصيرة سيرًا على الأقدام من الجامع الأزرق ومتحف آيا صوفيا وقصر الباب العالي، ويحتوي الفندق على غرف عصرية مجهزة بتكييف الهواء وخدمة الواي فاي...
فندق سورملي ادانا,"أضنة
– اعرض على الخارطة",نقاط التعليقات,يقع فندق سورملي ادانا في قلب حي الأعمال والتسوق في مدينة ادانا ويبعد مسافة 3 كم فقط من مطار ساكيرباسا، ويوفر مكان إقامة مريح مع إمكانية استخدام خدمة الإنترنت اللاسلكي مجانًا كما يقدم وجبة الإفطار.
فندق كاليون إسطنبول,"فاتح, إسطنبول
– اعرض على الخارطة",جيد جداً,يتميز فندق كاليون بموقع رائع مواجه للبحر، ويضم غرف توفر إطلالات مفتوحة ومباشرة على بحر مرمرة أو مدينة إسطنبول القديمة، كما يقع كل من الجامع الأزرق وآيا صوفيا على بعد 10 دقائق سيرًا على الأقدام.
شقق نيواي,"بشكتاش, إسطنبول
– اعرض على الخارطة",رائع,تقع شقق Newway في اسطنبول. وتتوفر خدمة الواي فاي المجانية. توفر الشقق الفندقية منطقة جلوس مع تلفزيون بشاشة مسطحة وحمام خاص مع لوازم استحمام مجانية ومجفف شعر ودش. كما يتوفر مطبخ مجهز بثلاجة وموقد مسطح....
أليف هانم هوتيل & سبا,"أكياكا
– اعرض على الخارطة",ممتاز,يقع Elif Hanim Hotel & Spa الصديق للبيئة في أكياكا، وعلى بعد 23 كم من مرمريس، ويضم مطعم وبار وخدمة الواي فاي المجانية في جميع أنحاء مكان الإقامة، كما يقع هذا الفندق على بعد 3 دقائق فقط بالسيارة من...
فندق ميولانا,"فاتح, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع Mevlana Hotel في إسطنبول على بعد 600 م من المسجد الأزرق ويتميز بحديقة، يقع مكان الإقامة هذا على بعد مسافة قصيرة من مناطق الجذب السياحي مثل آيا صوفيا وعمود قسطنطين وكنيسة سيسترن.
فندق تقسيم لاونج سبيشال كاتيغوري,"بيوغلو, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع فندق تقسيم لاونج سبيشال كاتيغوري في مبنى يعود تاريخه لـ200 سنة في تقسيم ويوفر مطعم، كما تتوفر خدمة الواي فاي مجانًا ومكتب استقبال يعمل على مدار الساعة.
جي إل كيه بريميير أكروبول سويتس آند سبا,"فاتح, إسطنبول
– اعرض على الخارطة",رائع,تم تجديد فندق السلطان أحمد الذى كان قصراً عثمانياً في القرن الـ 19 بالكامل، حيث يوفر سبا فاخر وغرفاً أنيقة.
مارتي ميرا,"تيكيروفا
– اعرض على الخارطة",جيد جداً,يقع منتجع Marti Myra الشامل في حديقة خصبة مع أشجار صنوبر ويقع على شاطئ مدينة Tekirova مباشرة. كما يوفر مركزاً للعناية بالصحة ومنتزهاً مائياً مع 7 مسابح.
شقق وأجنحة فيريزانا,"طرابزون
– اعرض على الخارطة",ممتاز,توفر شقق فيريزانا مكان إقامة في بوستانجي، وتقع ترابزون على بعد 3.8 كم من مكان الإقامة، وتتوفر مواقف خاصة ومجانية للسيارات في الموقع وخدمة الواي فاي مجاناً في جميع أنحاء مكان الإقامة.
Cappadocia Elite Stone House,"غوريمِ
– اعرض على الخارطة",ممتاز,يقع Cappadocia Elite Stone House في غوريمِيه، ويوفر مكان إقامة مع خدمة الواي فاي المجانية وحديقة، وتحتوي جميع الوحدات على تكييف وتلفزيون بشاشة مسطحة.
فندق بوينت باربروس,"بشكتاش, إسطنبول
– اعرض على الخارطة",جيد جداً,يوفر هذا الفندق الـ 5 نجوم الفاخر إطلالة خلابة على مضيق البوسفور من مطعمه في الطابق 18 وبعض الغرف، وكذلك مركز الرياضة الكبير، كما يمكن للضيوف التمتع بمركز سبا وعافية وساونا وحمام تقليدي، ويبعد فندق...
فندق غولدن رويال,"فاتح, إسطنبول
– اعرض على الخارطة",ممتاز,يقع Golden Royal Hotel على بعد 500 م من عمود قسطنطين ويتميز بغرف مع تكييف الهواء في إسطنبول، تشمل المرافق المختلفة صالة مشتركة وبار. ويمكن للموظفين في الموقع ترتيب خدمات نقل المطار.
شقق سنترال في آي بي,"وسط مدينة ترابزون, طرابزون
– اعرض على الخارطة",استثنائي,تقع شقق سنترال في آي بي على بعد 300 متر من حديقة الميدان وتوفر مكان إقامة بالخدمة الذاتية في وسط ترابزون، وتتوفر خدمة الواي فاي مجانًا في جميع أنحاء مكان الإقامة ومواقف خاصة للسيارات مجانًا في الموقع....
فندق رمادا إسطنبول آسيا لوكشري,"اوسكودار, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع هذا الفندق الأنيق في الجزء الآسيوي من إسطنبول ويوفر تصميمات داخلية فاخرة وغرف مريحة مع وسائل راحة عصرية، كما تشمل المرافق نادي صحي وسبا مع مركز للياقة البدنية ومطعم أنيق يقدم المأكولات العالمية،...
دوبل تري من هيلتون اسطنبول - مودا,"كاديكوي, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع دوبل تري من هيلتون اسطنبول - مودا في حي كاديكوي الحيوي، وتحيط به العديد من المتاجر والمطاعم والمقاهي، كما يقع على بُعد خطوات قليلة من شارع البار والبازار التقليدي، فيما يقع على بُعد 240 متر فقط من...
فيلا بانوراما,"سلجوك
– اعرض على الخارطة",جيد جداً,تقع Villa Panorama على بعد 10 دقائق فقط بالسيارة من مدينة أفسس اليونانية القديمة، على منحدر التل المطل على المدينة والقلعة، وتضم مسبحًا في الهواء الطلق للاسترخاء.
فندق غرين غاردين,"باهجيليفلر, إسطنبول
– اعرض على الخارطة",رائع,يقع Green Garden Hotel في إسطنبول على بعد 14 كم من كاتدرائية سيسترن ويتميز بحديقة، يقع الفندق على بعد حوالي 14 كم من مسجد السليمانية، كما يبعد 14 كم عن عمود قسطنطين.
فندق تقسيم غونين,"بيوغلو, إسطنبول
– اعرض على الخارطة",جيد جداً,يقع فندق تقسيم غونين على بُعد 110 متر فقط من ساحة تقسيم بمدينة إسطنبول، ويوفر غرف فاخرة مع تلفزيون بشاشة مسطحة وحوض استحمام مساج، كما يمكن للضيوف الاستمتاع بمنطقة تاليمهانة للمشاة.
لونيسيرا وورلد,"أفسالار
– اعرض على الخارطة",جيد جداً,يوفر لونيسيرا وورلد مكان إقامة منتجعي شامل كليًا على شاطئ إنسيكوم بخليج فوغلا الصغير، ويتميز الفندق بشاطئ رملي خاص جميل على البحر الأبيض المتوسط، ويشتمل على مسبح داخلي و7 مسابح خارجية ومسبحين مزودين...
سيراجليو هوتل & سويتس,"فاتح, إسطنبول
– اعرض على الخارطة",ممتاز,يتمتع هذا الفندق الساحر بموقع هادئ في حي السلطان أحمد الحيوي، في اسطنبول، على بعد 5 دقائق سيراً على الأقدام من المسجد الأزرق، ويوفر خدمة الواي فاي مجاناً وساحة فناء داخلية مع نافورة.
فندق كابل,"فاتح, إسطنبول
– اعرض على الخارطة",رائع,يقع فندق Kybele في وسط شبه الجزيرة التاريخية في اسطنبول، مع مبناها التاريخي وديكورها على الطراز العثماني، وتبعد مسافة قريبة من العديد من المواقع التاريخية مثل المسجد الأزرق ومتحف آيا صوفيا وقصر...
Selvese Luxury Collection | Elysium Art Suites Bomonti,"شيشلي, إسطنبول
– اعرض على الخارطة",رائع,يقع Selvese Luxury Collection | Elysium Art Suites Bomonti في إسطنبول على بعد 2.2 كم من مركز إسطنبول للمؤتمرات ويوفر غرف مكيفة مع خدمة الواي فاي مجاناً، ويقع الفندق على بعد 3.3 كم من ساحة تقسيم، ويوفر...
فندق MB الديلوكس,"الجزء الأوروبي, إسطنبول
– اعرض على الخارطة",جيد جداً,يضم MB Deluxe Hotel تراس ويوفر غرف في إسطنبول على بعد 8 كم من مسجد سليمان القانوني، يقع مكان الإقامة على بعد حوالي 8 كم من عمود قسطنطين وعلى بعد 9 كم من كاتدرائية الصهريج وعلى بعد 9 كم من المسجد...
فيلا ثلاثية مع إطلالة على البحر أت يلدزله بهجليفلر,"طرابزون
– اعرض على الخارطة",جيد جداً,توفر Triplex Villa with Sea View at Yildizli Bahcelievler مرافق للشواء وحديقة وتراس، وتقع في ترابزون، على بعد 8 كم من ملعب Senol Gunes وعلى بعد 10 كم من متحف آيا صوفيا، كما توفر هذه الفيلا خدمة الواي...
فندق سيفين سيزونز,"جيرالي
– اعرض على الخارطة",جيد,يقع فندق Seven Seasons في تشيرالي. ويوفر بنغلات مكيفة، بالإضافة إلى مسبح خارجي. كما يوفر الفندق منطقة شاطئ خاصة على بعد 150 متر فقط. تم تزيين جميع البنغلات بمفروشات وأسرّة بيير كاردان.
فندق ديديمان اسطنبول,"بشكتاش, إسطنبول
– اعرض على الخارطة",نقاط التعليقات,يقع هذا الفندق المصنف 5 نجوم على بعد 8 دقائق فقط سيرًا على الأقدام من محطة مترو غايريتيبي ومركز زورلو، ويوفر بار على السطح مع إطلالات بانورامية على مدينة إسطنبول، كما يضم مسبح داخلي شبه أولمبي ومرافق...
Beyaz Konaklama,"بيليكدوزو
– اعرض على الخارطة",,يقع Beyaz Konaklama على بعد 3.6 كم من مركز مرمرة بارك للتسوق، ويوفر مكان إقامة مع حديقة وتراس ومكتب استقبال يعمل على مدار 24 ساعة لراحة الضيوف. وتتوفر خدمة الواي فاي المجانية.
فندق وِش ور إسطنبول,"بيرم باشا, إسطنبول
– اعرض على الخارطة",رائع,يقع فندق ويش مور إسطنبول على بُعد 6 دقائق فقط سيراً على الأقدام من مركز فورم إسطنبول للتسوق ومحطة مترو كارتالتيبا-كوكاتيب والتي توفر الوصول المباشر إلى مطار أتاتورك، ويتميز بهندسة معمارية حديثة مع...
فندق دو كا,"أراكي
– اعرض على الخارطة",رائع,يقع Do-Ka Hotel في أراكلي ويتميز بمنطقة شاطئ خاصة، ويوفر هذا الفندق ذو الـ 3 نجوم خدمة الواي فاي المجانية وحديقة وتراس. يوفر مكان الإقامة ملعب للأطفال ومكتب استقبال يعمل على مدار 24 ساعة.
تي إس إنسار أوتيل,"أوزونغول
– اعرض على الخارطة",جيد جداً,يقع فندق Ensar في هضبة هادئة بجوار بحيرة Uzungol وتحيط به التلال المغطاة بغابات الصنوبر. ويحتوي الفندق على مطعم يقدم المأكولات الإقليمية وغرف مع شرفة خاصة.
فندق ومركز مؤتمرات ذا غرين بارك بانديك,"بنديك, إسطنبول
– اعرض على الخارطة",جيد,يقع هذا الفندق من فئة 5 نجوم في وسط منطقة بنديك، حيث يوفر غرف فاخرة مع تلفزيون إل سي دي ودُش مطري، كما تتضمن المرافق المتوفرة مسابح داخلية وخارجية، فيما تتوفر خدمة الواي فاي مجاناً في المناطق العامة.
فندق شتيجنبرجر اسطنبول مسلك,"ساريير, إسطنبول
– اعرض على الخارطة",رائع,يقع فندق اسطنبول مسلك في وسط مسلك، المنطقة التجارية في اسطنبول مع العديد من المراكز التجارية وخيارات الترفيه، واللوبى مزين بمعرض فني، وتوفر الصالة التنفيذية إطلالة بانورامية على البحر، كما تتوفر خدمة...
كازا دي بافا اسطنبول,"بيوغلو, إسطنبول
– اعرض على الخارطة",ممتاز,يقع كازا دي بافا اسطنبول في مبنى يعود تاريخه إلى 120 سنة في حي بيوغلو على بعد 250 متر فقط من شارع استقلال.
كبادوسيا كابف سويتس,"غوريمِ
– اعرض على الخارطة",رائع,يوفر كبادوسيا كابف سويتس غرفًا وأجنحة فاخرة على طراز كهف ومصمم بشكل مريح ودافئ في موقع مثالي في وسط مدينة غوريمِيه. يمكن للضيوف الاستمتاع بالمأكولات الممتازة وخدمة الإنترنت اللاسلكية داخل الغرف.
فندق بلو سي,"طرابزون
– اعرض على الخارطة",جيد جداً,يقع فندق بلو سي في مدينة طرابزون، على بُعد 1.1 كم من متحف آيا صوفيا، ويوفر أماكن إقامة مع خدمة الواي فاي المجانية، ويبعد مكان الإقامة مسافة 400 متر من استاد حسين عوني آكر، وحوالي 5 كم من قصر أتاتورك،...
شقق قادياندا,"وسط مدينة فتحية, فتحية
– اعرض على الخارطة",استثنائي,تقع شقق قادياندا في وسط مدينة فتحية في فتحية، وبالقرب من إيجي ساراي مارينا، وتضم تراس، كما تتوفر خدمة الواي فاي مجانًا.
فندق إرغوفان - فئة خاصة,"فاتح, إسطنبول
– اعرض على الخارطة",ممتاز,يقع فندق Erguvan في قلب منطقة السلطان أحمد، ويقدم تراّس ذو إطلالات بانورامية على المسجد الأزرق، وبحر مرمرة والجدران القديمة لـ Hippodrome، ويضم هذا الفندق ذو الفئة الخاصة ساحة فناء صغيرة، وغرف عازلة...
"فندق The Ritz-Carlton, Istanbul at the Bosphorus","تقسيم, إسطنبول
– اعرض على الخارطة",رائع,يقع ذا ريتز كارلتون، اسطنبول في قلب المدينة، ويطل على مناظر خلابة للمدينة وعلى البوسفور، ويتوفر الإنترنت فائق السرعة في جميع الأرجاء مجاناً، ويقع هذا الفندق فئة 5 نجوم على بعد 15 دقيقة باسليارة من...
فندق بريكس إيربورت إسطنبول,"باهجيليفلر, إسطنبول
– اعرض على الخارطة",رائع,يقع فندق بريكس إيربورت إسطنبول على بعد 7 دقائق بالسيارة من مطار أتاتورك الدولي و15 كم من المدينة القديمة، ويضم مركز سبا وساونا، كما يوفر مكان للإقامة في غرف عصرية، فيما تتوفر خدمة الواي فاي مجانًا في...
Manaspark Hotel Oludeniz - Ultra All Inclusive,"أولدينيس
– اعرض على الخارطة",جيد جداً,يقع Manaspark Oludeniz على بعد 15 دقيقة سيرًا على الأقدام من شاطئ أولدينيس، ويوفر خدمة شاملة كليًا على مدار الساعة ويتميز بتراس شمسي ومسبحين خارجيين.
Pruva,"فاتح, إسطنبول
– اعرض على الخارطة",استثنائي,يقع بروفا في إسطنبول على بعد 600 م من آيا صوفيا وأقل من 1 كم من المسجد الأزرق، ويوفر غرفاً مع خدمة الواي فاي المجانية.
فندق لايف بوينت,"وسط مدينة ترابزون, طرابزون
– اعرض على الخارطة",ممتاز,يقع Life Point Hotel في ترابزون في منطقة البحر الأسود على بعد 4.1 كم من متحف آيا صوفيا، يقع مكان الإقامة على بعد 6 كم من قصر أتاتورك وعلى بعد 8 كم من ملعب Senol Gunes وعلى بعد أقل من 1 كم من Çarşı...
فندق سيرالي,"جيرالي
– اعرض على الخارطة",رائع,يقع فندق Cirali على بُعد 5 دقائق فقط سيرًا على الأقدام من شواطئ سيرالي، وتحيط به أشجار الليمون والبرتقال، ويوفر غرفًا وبنغلات وشققًا وخدمة الواي فاي المجانية، ويوفر حدائق واسعة خلال فصل الصيف.
فندق أجوا سلطان أحمد,"فاتح, إسطنبول
– اعرض على الخارطة",ممتاز,تم تجديد فندق أجوا سلطان أحمد حديثاً وتم افتتاحه للضيوف في عام 2017، ويقع في منطقة السلطان أحمد الشهيرة وعلى بعد 10 دقائق سيراً على الأقدام من الجامع الأزرق.
فندق Goreme Palace Cave,"غوريمِ
– اعرض على الخارطة",ممتاز,يقع فندق Goreme Palace Cave في قلب غوريميه، ويحتوي على غرف كهفية ذات ديكور تقليدي، ويوفر شرفة وخدمة الواي فاي المجانية في جميع أنحاء المبنى، وتبعُد محطة حافلات غوريميه 200 متر فقط.
فندق كاليبسو,"داليان
– اعرض على الخارطة",رائع,يوفر فندق Calypso إطلالات بانورامية على جبال أولميز ونهر داليان من رصيف المراكب الصغيرة الخاص به ويضم غرفًا تحتوي على شرفة خاصة، وتشمل المرافق مسبحًا في الهواء الطلق.
فندق اورتي ايربورت,"Gaziemir, إزمير
– اعرض على الخارطة",رائع,يقع هذا الفندق عند مدخل مطار İzmir Adnan Menderes الدولي، ويوفر غرفًا مع خدمة الواي فاي المجانية وتلفزيون بشاشة مسطحة، وتشمل المرافق مكتب استقبال يعمل على مدار الساعة.
فندق ميد-ان البوتيكي,"غولوك
– اعرض على الخارطة",رائع,يوفر Med-Inn in Gulluk غرف عصرية ذات إطلالة على المحيط وشاطئ خاص. وتشمل أسعار الغرفة بوفيه إفطار. يتوافر إنترنت لاسلكي مجاني في جميع أنحاء الفندق. تم تصميم الغرف في Med-Inn بمزيج من الأساليب الحديثة.
